osm_id,katotth,koatuu,name,name:uk,place,population,postal_code,old_name,old_name:uk,region,rayon,hromada
337542605,UA53080050190085464,5321084503,Єлизаветівка,Єлизаветівка,hamlet,21,38511,,,Полтавська область,Полтавський район,Диканська селищна громада
337542691,UA53080410160039689,5325483001,Скибівка,Скибівка,hamlet,326,38811,,,Полтавська область,Полтавський район,Скороходівська селищна громада
337542760,UA44140030070080133,4423382803,Литвинове,Литвинове,hamlet,50,92311,,,Луганська область,Старобільський район,Білолуцька селищна громада
337542773,UA53060230170041021,5323285202,Кузьменки,Кузьменки,hamlet,27,37673,,,Полтавська область,Миргородський район,Миргородська міська громада
337542896,UA44100070210030456,4425484004,Трудродительське,Трудродительське,hamlet,33,92124,,,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада
337542922,UA18020090110018655,1825882802,Певна,Певна,hamlet,48,13264,,,Житомирська область,Бердичівський район,Краснопільська сільська громада
337542961,UA44100070120060706,4425484003,Маслакове,Маслакове,hamlet,36,92124,,,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада
337543184,UA53080050460030481,5321084107,Сивці,Сивці,hamlet,8,38532,,,Полтавська область,Полтавський район,Диканська селищна громада
337543226,UA68040390090027981,6824280703,Вербівочка,Вербівочка,hamlet,33,31112,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337543260,UA44140030170037660,4423382805,Шапран,Шапран,hamlet,8,92311,,,Луганська область,Старобільський район,Білолуцька селищна громада
337543274,UA53080030020057099,5322283002,Борівське,Борівське,hamlet,12,38630,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337543277,UA71080070040037255,7122087403,Глинча,Глинча,hamlet,58,19011,,,Черкаська область,Черкаський район,Бобрицька сільська громада
337543288,UA46140110780083969,4625882204,Чорнокунці,Чорнокунці,hamlet,20,81067,,,Львівська область,Яворівський район,Яворівська міська громада
337543319,UA53080050530029113,5321055103,Трояни,Трояни,hamlet,21,38502,,,Полтавська область,Полтавський район,Диканська селищна громада
337543394,UA44100130080044081,4425487503,Високе,Високе,hamlet,23,92135,,,Луганська область,Сватівський район,Троїцька селищна громада
337543600,UA71080070210031066,7122087405,Трощин,Трощин,hamlet,89,19011,,,Черкаська область,Черкаський район,Бобрицька сільська громада
337543646,UA44100070060050174,4425485004,Головкове,Головкове,hamlet,25,92123,,,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада
337543662,UA32120090340065644,3222982904,Тарасівка,Тарасівка,hamlet,45,8821,,,Київська область,Обухівський район,Миронівська міська громада
337543805,UA53080030280069423,5322283009,Чоботарі,Чоботарі,hamlet,19,38630,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337543868,UA18040290420087528,1823180402,Северинівка,Северинівка,hamlet,30,13152,,,Житомирська область,Житомирський район,Любарська селищна громада
337544164,UA53080050240018242,5321085804,Кокозівка,Кокозівка,hamlet,1,38530,,,Полтавська область,Полтавський район,Диканська селищна громада
337544285,UA46040070160023074,4621885202,Дерев’янки,Дерев’янки,hamlet,24,80745,,,Львівська область,Золочівський район,Золочівська міська громада
337544338,UA44100130200038038,4425488004,Клинуватка,Клинуватка,hamlet,8,92141,,,Луганська область,Сватівський район,Троїцька селищна громада
337544383,UA53080410050086006,5325483705,Козаче,Козаче,hamlet,25,38810,,,Полтавська область,Полтавський район,Скороходівська селищна громада
337544436,UA71080070240034951,7122086604,Райок,Райок,hamlet,18,19013,,,Черкаська область,Черкаський район,Бобрицька сільська громада
337544611,UA53080030230033505,5322283008,Назаренки,Назаренки,hamlet,7,38630,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337544618,UA53080030110070296,5322281905,Касяни,Касяни,hamlet,5,38632,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337544624,UA71080070020021063,7122082702,Бересняги,Бересняги,hamlet,63,19016,,,Черкаська область,Черкаський район,Бобрицька сільська громада
337544668,UA61040170220088031,6122681303,Корчунок,Корчунок,hamlet,47,47224,,,Тернопільська область,Тернопільський район,Зборівська міська громада
337544684,UA71080070230019448,7122082703,Орловець,Орловець,hamlet,41,19016,,,Черкаська область,Черкаський район,Бобрицька сільська громада
337544730,UA53080050480052246,5321080406,Сохацька Балка,Сохацька Балка,hamlet,69,38533,,,Полтавська область,Полтавський район,Диканська селищна громада
337544775,UA44100130110074145,4425484503,Давидівка,Давидівка,hamlet,12,92135,,,Луганська область,Сватівський район,Троїцька селищна громада
337544853,UA53080030240090429,5322281906,Підварівка,Підварівка,hamlet,9,38633,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337544974,UA44100130100025918,4425483003,Глотівка,Глотівка,hamlet,11,92134,,,Луганська область,Сватівський район,Троїцька селищна громада
337545012,UA68040450310065782,6824785303,Майдан-Петрівський,Майдан-Петрівський,hamlet,10,30642,,,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337545026,UA53060030140086307,5320282202,Лукаші,Лукаші,hamlet,45,38321,,,Полтавська область,Миргородський район,Великобагачанська селищна громада
337545091,UA53080050330067357,5321085805,Міжгір’я,Міжгір’я,hamlet,7,38530,,,Полтавська область,Полтавський район,Диканська селищна громада
337545131,UA53080030100069514,5322281904,Зуби,Зуби,hamlet,1,38633,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337545133,UA53080050450023930,5321055102,Проні,Проні,hamlet,8,38502,,,Полтавська область,Полтавський район,Диканська селищна громада
337545332,UA46040070250038219,4621887613,Кийків,Кийків,hamlet,36,80743,,,Львівська область,Золочівський район,Золочівська міська громада
337545364,UA53080050540014659,5321082008,Федорівка,Федорівка,hamlet,23,38540,,,Полтавська область,Полтавський район,Диканська селищна громада
337545402,UA46140030100042932,4622484003,Добощівка,Добощівка,hamlet,28,81360,,,Львівська область,Яворівський район,Мостиська міська громада
337545506,UA46060310050058960,4623684906,Пришляки,Пришляки,hamlet,47,81115,,,Львівська область,Львівський район,Оброшинська сільська громада
337545568,UA53080330150027029,5324083709,Гонтарі,Гонтарі,hamlet,39,38703,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337545622,UA68040450520034255,6824785503,Червоне,Червоне,hamlet,1,30646,,,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337545682,UA46040070270084099,4621887609,Кобилеччина,Кобилеччина,hamlet,21,80743,,,Львівська область,Золочівський район,Золочівська міська громада
337545735,UA53080050060075459,5321080402,Борисівка,Борисівка,hamlet,64,38533,,,Полтавська область,Полтавський район,Диканська селищна громада
337545762,UA46140030130060780,4622486903,Завадів,Завадів,hamlet,41,81330,,,Львівська область,Яворівський район,Мостиська міська громада
337545810,UA44100070220079571,4425485006,Чапліївка,Чапліївка,hamlet,39,92123,Красна Чапліївка,Красна Чапліївка,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада
337545900,UA53080050510024103,5321082007,Судівка,Судівка,hamlet,36,38540,,,Полтавська область,Полтавський район,Диканська селищна громада
337545995,UA68040170090044236,6822787007,Калинівка,Калинівка,hamlet,24,31033,Чапаєвка,Чапаєвка,Хмельницька область,Хмельницький район,Заслучненська сільська громада
337546026,UA53080330140059935,5324083707,Головки,Головки,hamlet,22,38731,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337546114,UA44100070140090549,4420988208,Новопокровка,Новопокровка,hamlet,11,92212,,,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада
337546248,UA46060050180040999,4621884909,Шопки,Шопки,hamlet,22,80726,,,Львівська область,Львівський район,Глинянська міська громада
337546276,UA53080330080088014,5324083705,Васильці,Васильці,hamlet,4,38730,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337546295,UA46060070280063980,4620983004,Підмогилка,Підмогилка,hamlet,44,81530,,,Львівська область,Львівський район,Городоцька міська громада
337546305,UA53080050270016813,5321080404,Кучерівка,Кучерівка,hamlet,20,38531,,,Полтавська область,Полтавський район,Диканська селищна громада
337546478,UA44100130060074609,4425480502,Бараничеве,Бараничеве,hamlet,16,92136,,,Луганська область,Сватівський район,Троїцька селищна громада
337546535,UA44100070080064166,4420987812,Калинова Балка,Калинова Балка,hamlet,33,92214,,,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада
337546555,UA68040170080097367,6822787005,Дворик,Дворик,hamlet,36,31033,,,Хмельницька область,Хмельницький район,Заслучненська сільська громада
337546583,UA46040070520022239,4621885207,Руда,Руда,hamlet,38,80746,,,Львівська область,Золочівський район,Золочівська міська громада
337546592,UA53080030030084262,5322281902,Ворони,Ворони,hamlet,19,38633,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337546798,UA61040150070076431,6122484803,Глинчуки,Глинчуки,hamlet,32,47335,,,Тернопільська область,Тернопільський район,Збаразька міська громада
337546818,UA53080050370019933,5321080803,Одарюківка,Одарюківка,hamlet,85,38543,,,Полтавська область,Полтавський район,Диканська селищна громада
337546831,UA46040130070016231,4621887202,Коропчик,Коропчик,hamlet,46,80753,,,Львівська область,Золочівський район,Поморянська селищна громада
337547023,UA61040150200021782,6122483903,Капустинський Ліс,Капустинський Ліс,hamlet,42,47350,,,Тернопільська область,Тернопільський район,Збаразька міська громада
337547217,UA44140090180031222,4423380705,Солоне,Солоне,hamlet,21,92330,,,Луганська область,Старобільський район,Новопсковська селищна громада
337547244,UA68040170040014456,6822787003,Вербівка,Вербівка,hamlet,25,31033,,,Хмельницька область,Хмельницький район,Заслучненська сільська громада
337547281,UA53080050410096135,5321080804,Петренки,Петренки,hamlet,44,38543,,,Полтавська область,Полтавський район,Диканська селищна громада
337547308,UA53080330280054459,5324083713,Ступки,Ступки,hamlet,47,38731,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337547699,UA46140090160028807,4622484904,Липки,Липки,hamlet,12,81352,,,Львівська область,Яворівський район,Шегинівська сільська громада
337547706,UA53080050130046279,5321084903,Глоди,Глоди,hamlet,5,38541,,,Полтавська область,Полтавський район,Диканська селищна громада
337547724,UA53080370270044421,5324080303,Каплунівка,Каплунівка,hamlet,11,38711,,,Полтавська область,Полтавський район,Полтавська міська громада
337547900,UA44140030130029264,4423388205,Синельникове,Синельникове,hamlet,42,92314,,,Луганська область,Старобільський район,Білолуцька селищна громада
337547946,UA68040210100046522,6822789202,Дубина,Дубина,hamlet,50,31052,,,Хмельницька область,Хмельницький район,Красилівська міська громада
337547959,UA44100130070055310,4425484502,Богородицьке,Богородицьке,hamlet,22,92135,,,Луганська область,Сватівський район,Троїцька селищна громада
337547983,UA53080330290096144,5324083715,Сусідки,Сусідки,hamlet,39,38731,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337548024,UA32120090160032691,3222983302,Кутелів,Кутелів,hamlet,19,8851,,,Київська область,Обухівський район,Миронівська міська громада
337548134,UA53080050290035696,5321082004,Лани,Лани,hamlet,33,38540,,,Полтавська область,Полтавський район,Диканська селищна громада
337548248,UA53080390770045558,5324282807,Шарлаї,Шарлаї,hamlet,1,38411,,,Полтавська область,Полтавський район,Решетилівська міська громада
337548323,UA44100070130076363,4420987813,Миколаївка,Миколаївка,hamlet,5,92214,,,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада
337548330,UA46060330320080816,4623382203,Лонівка,Лонівка,hamlet,38,81233,,,Львівська область,Львівський район,Перемишлянська міська громада
337548346,UA53080390610086516,5324282805,Потеряйки,Потеряйки,hamlet,173,38411,,,Полтавська область,Полтавський район,Решетилівська міська громада
337548451,UA46060330200047297,4623382202,Камінна,Камінна,hamlet,22,81233,,,Львівська область,Львівський район,Перемишлянська міська громада
337548529,UA46140070160090212,4622482009,Мала Діброва,Мала Діброва,hamlet,24,81380,,,Львівська область,Яворівський район,Судововишнянська міська громада
337548559,UA32020150250061273,3224086602,Новий Шлях,Новий Шлях,hamlet,2,9040,,,Київська область,Білоцерківський район,Сквирська міська громада
337548594,UA53080330020094241,5324083703,Березівка,Березівка,hamlet,26,38731,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337548606,UA68040390290019433,6824281704,Караїмівка,Караїмівка,hamlet,48,31152,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337548611,UA46140070020039829,4622484402,Берці,Берці,hamlet,26,81385,,,Львівська область,Яворівський район,Судововишнянська міська громада
337548642,UA53080330120013850,5324084605,Гаврилки,Гаврилки,hamlet,9,38730,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337548704,UA32020150450011519,3224081803,Ями,Ями,hamlet,49,9003,,,Київська область,Білоцерківський район,Сквирська міська громада
337548714,UA44100130290017499,4425487004,Михайлівка,Михайлівка,hamlet,50,92143,,,Луганська область,Сватівський район,Троїцька селищна громада
337548722,UA53080330320050539,5324084615,Фисуни,Фисуни,hamlet,13,38730,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337548824,UA46040130170031415,4621883202,Роздоріжне,Роздоріжне,hamlet,14,80754,,,Львівська область,Золочівський район,Поморянська селищна громада
337548839,UA53080370050024115,5324086902,Бершацьке,Бершацьке,hamlet,13,38710,,,Полтавська область,Полтавський район,Полтавська міська громада
337548845,UA53080370200019154,5324086905,Долина,Долина,hamlet,76,38710,,,Полтавська область,Полтавський район,Полтавська міська громада
337548868,UA53080330170044402,5324084609,Карнаухи,Карнаухи,hamlet,11,38730,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337548917,UA53080390670061959,5324283206,Славки,Славки,hamlet,100,38412,,,Полтавська область,Полтавський район,Решетилівська міська громада
337548919,UA32020150310011609,3224086603,Саврань,Саврань,hamlet,13,9040,,,Київська область,Білоцерківський район,Сквирська міська громада
337548931,UA46060450050021907,4623655501,Дуб’янка,Дуб’янка,hamlet,47,81161,,,Львівська область,Львівський район,Щирецька селищна громада
337548978,UA46060430030043485,4623681802,Грабник,Грабник,hamlet,23,81139,,,Львівська область,Львівський район,Солонківська сільська громада
337548982,UA46060370040076962,4623684202,Диб’янки,Диб’янки,hamlet,28,81119,,,Львівська область,Львівський район,Пустомитівська міська громада
337549039,UA61040170150017710,6122689803,Жуківці,Жуківці,hamlet,49,47261,,,Тернопільська область,Тернопільський район,Зборівська міська громада
337549111,UA53080390160050586,5324281504,Дем’янці,Дем’янці,hamlet,5,38422,,,Полтавська область,Полтавський район,Решетилівська міська громада
337549217,UA46060450160059513,4623655504,Шуфраганка,Шуфраганка,hamlet,45,81161,,,Львівська область,Львівський район,Щирецька селищна громада
337549227,UA68040090430054947,6820989004,Случ,Случ,hamlet,32,31221,,,Хмельницька область,Хмельницький район,Волочиська міська громада
337549264,UA68040090250086340,6820986203,Лісове,Лісове,hamlet,38,31222,Жовтневе,Жовтневе,Хмельницька область,Хмельницький район,Волочиська міська громада
337549293,UA68040090330078582,6820980305,Пальчинці,Пальчинці,hamlet,9,31211,,,Хмельницька область,Хмельницький район,Волочиська міська громада
337549298,UA46060370020099656,4623685902,Береги,Береги,hamlet,47,81162,,,Львівська область,Львівський район,Пустомитівська міська громада
337549305,UA53080330130017031,5324084606,Глоби,Глоби,hamlet,10,38730,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337549366,UA46140030560068241,4622482807,Топільниця,Топільниця,hamlet,34,81384,,,Львівська область,Яворівський район,Мостиська міська громада
337549385,UA53080330300045463,5324084613,Сягайли,Сягайли,hamlet,40,38730,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337549423,UA53080370380071606,5324082404,Олепіри,Олепіри,hamlet,7,38721,,,Полтавська область,Полтавський район,Полтавська міська громада
337549477,UA53080370500060684,5324086911,Трирогове,Трирогове,hamlet,12,38710,,,Полтавська область,Полтавський район,Полтавська міська громада
337549547,UA44100090040019856,4424055401,Куликівка,Куликівка,hamlet,2,92613,,,Луганська область,Сватівський район,Нижньодуванська селищна громада
337549724,UA68040170170023089,6822780804,Підлісся,Підлісся,hamlet,41,31036,,,Хмельницька область,Хмельницький район,Заслучненська сільська громада
337549878,UA46060370030025841,4623685903,Віняви,Віняви,hamlet,17,81162,,,Львівська область,Львівський район,Пустомитівська міська громада
337549916,UA05120090060044628,521483406,Королівка,Королівка,hamlet,39,22142,,,Вінницька область,Хмільницький район,Козятинська міська громада
337549947,UA44100090030056716,4424055404,Вестатівка,Вестатівка,hamlet,48,92613,Петрівське,Петрівське,Луганська область,Сватівський район,Нижньодуванська селищна громада
337549976,UA53080450040036854,5325480402,Виноминівка,Виноминівка,hamlet,13,38840,,,Полтавська область,Полтавський район,Чутівська селищна громада
337549995,UA68040170150090350,6822780803,Новосілка,Новосілка,hamlet,23,31036,,,Хмельницька область,Хмельницький район,Заслучненська сільська громада
337550131,UA44100090050020008,4424080503,Лебедівка,Лебедівка,hamlet,35,92610,,,Луганська область,Сватівський район,Нижньодуванська селищна громада
337550197,UA53080390030025516,5324280902,Бабичі,Бабичі,hamlet,6,38413,,,Полтавська область,Полтавський район,Решетилівська міська громада
337550365,UA32020130100097722,3223782502,Любка,Любка,hamlet,15,9641,,,Київська область,Білоцерківський район,Рокитнянська селищна громада
337550582,UA53080330070011884,5324086504,Бурти,Бурти,hamlet,29,38740,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337550608,UA53080330190062086,5324086507,Коломак,Коломак,hamlet,18,38740,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337550616,UA18020130190011878,1825283202,Кордонівка,Кордонівка,hamlet,48,13640,Kordonovka,,Житомирська область,Бердичівський район,Ружинська селищна громада
337550641,UA44100090160077229,4424055405,Твердохлібове,Твердохлібове,hamlet,9,92613,Свердловка,Свердловка,Луганська область,Сватівський район,Нижньодуванська селищна громада
337550706,UA46040130100088345,4621855603,Кульби,Кульби,hamlet,9,80761,,,Львівська область,Золочівський район,Поморянська селищна громада
337550780,UA44100090170031476,4424080506,Яблунівка,Яблунівка,hamlet,20,92614,,,Луганська область,Сватівський район,Нижньодуванська селищна громада
337550793,UA53080390560012053,5324280911,Писаренки,Писаренки,hamlet,36,38413,,,Полтавська область,Полтавський район,Решетилівська міська громада
337550801,UA44100010330033900,4420987204,Хоменкове Друге,Хоменкове Друге,hamlet,15,92223,,,Луганська область,Сватівський район,Білокуракинська селищна громада
337550853,UA68040090140012893,6820980303,Збручівка,Збручівка,hamlet,44,31211,,,Хмельницька область,Хмельницький район,Волочиська міська громада
337550907,UA44100010090084189,4420981002,Климівка,Климівка,hamlet,1,92221,,,Луганська область,Сватівський район,Білокуракинська селищна громада
337550939,UA53080390710067720,5324280912,Тутаки,Тутаки,hamlet,1,38414,,,Полтавська область,Полтавський район,Решетилівська міська громада
337550945,UA53080330060041133,5324084002,Брунівка,Брунівка,hamlet,21,38702,,,Полтавська область,Полтавський район,Новоселівська сільська громада
337550973,UA44100090100038240,4424055403,Олександрівка,Олександрівка,hamlet,18,92613,,,Луганська область,Сватівський район,Нижньодуванська селищна громада
337551104,UA46080010150098826,4624287604,Колонія,Колонія,hamlet,17,81420,,,Львівська область,Самбірський район,Бісковицька сільська громада
337551141,UA46040130120032142,4621855604,Надільне,Надільне,hamlet,39,80761,,,Львівська область,Золочівський район,Поморянська селищна громада
337551288,UA53080390690076569,5324281910,Тривайли,Тривайли,hamlet,24,38420,,,Полтавська область,Полтавський район,Решетилівська міська громада
337551303,UA05120150060042705,524884202,Дубина,Дубина,hamlet,39,22045,Пролетар,Пролетар,Вінницька область,Хмільницький район,Уланівська сільська громада
337551310,UA46040130050052564,4621855602,Загора,Загора,hamlet,20,80761,,,Львівська область,Золочівський район,Поморянська селищна громада
337551320,UA53080370370085079,5324086909,Носівка,Носівка,hamlet,7,38715,,,Полтавська область,Полтавський район,Полтавська міська громада
337551355,UA44100010080039659,4420987702,Картамишеве,Картамишеве,hamlet,5,92230,,,Луганська область,Сватівський район,Білокуракинська селищна громада
337551464,UA71040090060083391,7121586203,Комарівка,Комарівка,hamlet,15,19772,,,Черкаська область,Золотоніський район,Золотоніська міська громада
337551523,UA68040430050080051,6824486502,Вишневе,Вишневе,hamlet,10,31421,,,Хмельницька область,Хмельницький район,Старосинявська селищна громада
337551617,UA53080390130047003,5324280903,Голуби,Голуби,hamlet,52,38414,,,Полтавська область,Полтавський район,Решетилівська міська громада
337551641,UA46060450070031784,4623684603,Льопи,Льопи,hamlet,38,81171,,,Львівська область,Львівський район,Щирецька селищна громада
337551777,UA46060210070073634,4620984204,Заболоття,Заболоття,hamlet,22,81564,,,Львівська область,Львівський район,Комарнівська міська громада
337551840,UA68040090350042245,6820981703,Петрівщина,Петрівщина,hamlet,35,31214,,,Хмельницька область,Хмельницький район,Волочиська міська громада
337551999,UA53080390170049840,5324281403,Дмитренки,Дмитренки,hamlet,23,38400,,,Полтавська область,Полтавський район,Решетилівська міська громада
337552117,UA44100010290067741,4420985503,Рудове,Рудове,hamlet,48,92232,,,Луганська область,Сватівський район,Білокуракинська селищна громада
337552146,UA44100010260051147,4420981007,Приходьківка,Приходьківка,hamlet,16,92221,,,Луганська область,Сватівський район,Білокуракинська селищна громада
337552194,UA53080450290056980,5325481604,Юнаки,Юнаки,hamlet,8,38843,,,Полтавська область,Полтавський район,Чутівська селищна громада
337552203,UA68040310030055091,6820985302,Березина,Березина,hamlet,14,31234,,,Хмельницька область,Хмельницький район,Наркевицька селищна громада
337552262,UA53080390300077912,5324281409,Кузьменки,Кузьменки,hamlet,6,38413,,,Полтавська область,Полтавський район,Решетилівська міська громада
337552274,UA53080370450019508,5324080107,Соломахівка,Соломахівка,hamlet,42,38715,,,Полтавська область,Полтавський район,Полтавська міська громада
337552288,UA46080070130063506,4624284603,Климівщина,Климівщина,hamlet,8,81426,,,Львівська область,Самбірський район,Новокалинівська міська громада
337552293,UA53080370530065101,5324080109,Червона Долина,Червона Долина,hamlet,9,38715,,,Полтавська область,Полтавський район,Полтавська міська громада
337552347,UA32020150390088613,3224084903,Улянівка,Улянівка,hamlet,32,9043,,,Київська область,Білоцерківський район,Сквирська міська громада
337552466,UA61040170500063849,6122682530,Цецівка,Цецівка,hamlet,18,47272,,,Тернопільська область,Тернопільський район,Зборівська міська громада
337552577,UA44100090110070282,4424084503,Пилипівка,Пилипівка,hamlet,28,92614,,,Луганська область,Сватівський район,Нижньодуванська селищна громада
337552616,UA32020090040063787,3221687602,Гайок,Гайок,hamlet,28,9330,,,Київська область,Білоцерківський район,Маловільшанська сільська громада
337552691,UA68040290070032896,6824286204,Кантівка,Кантівка,hamlet,26,31171,,,Хмельницька область,Хмельницький район,Миролюбненська сільська громада
337552906,UA71080290050039031,7124986502,Гута Станіславчицька,Гута Станіславчицька,hamlet,15,19610,,,Черкаська область,Черкаський район,Мошнівська сільська громада
337552952,UA46060010250034889,4623386406,Мивсева,Мивсева,hamlet,43,81234,Підвисоке,Підвисоке,Львівська область,Львівський район,Бібрська міська громада
337553038,UA44140090200073620,4423384705,Тев’яшеве,Тев’яшеве,hamlet,22,92345,,,Луганська область,Старобільський район,Новопсковська селищна громада
337553122,UA53080370460027062,5324081911,Соснівка,Соснівка,hamlet,35,38703,,,Полтавська область,Полтавський район,Полтавська міська громада
337553129,UA53080110080055984,5321683406,Павлівщина,Павлівщина,hamlet,9,39510,,,Полтавська область,Полтавський район,Карлівська міська громада
337553160,UA68040090080018795,6820981702,Вільшани,Вільшани,hamlet,7,31214,,,Хмельницька область,Хмельницький район,Волочиська міська громада
337553183,UA71080290090093578,7124986505,Станіславчик,Станіславчик,hamlet,96,19610,,,Черкаська область,Черкаський район,Мошнівська сільська громада
337553249,UA71040090140080681,7121586204,Снігурівка,Снігурівка,hamlet,4,19772,,,Черкаська область,Золотоніський район,Золотоніська міська громада
337553269,UA46060330520090367,4623382905,Тернівка,Тернівка,hamlet,27,81234,,,Львівська область,Львівський район,Перемишлянська міська громада
337553494,UA53080210040078040,5321680402,Знаменка,Знаменка,hamlet,36,39511,Червонознам’янка,Червонознам’янка,Полтавська область,Полтавський район,Мартинівська сільська громада
337553526,UA53080370310073537,5324081407,Косточки,Косточки,hamlet,11,38715,,,Полтавська область,Полтавський район,Полтавська міська громада
337553690,UA53080370260017010,5324081909,Їжаківка,Їжаківка,hamlet,22,38701,,,Полтавська область,Полтавський район,Полтавська міська громада
337553704,UA53080390640042983,5324210105,Прокопівка,Прокопівка,hamlet,73,38400,,,Полтавська область,Полтавський район,Решетилівська міська громада
337553910,UA53080370430014243,5324080105,Рожаївка,Рожаївка,hamlet,9,38715,,,Полтавська область,Полтавський район,Полтавська міська громада
337553944,UA68040090050051533,6820984704,Бутівці,Бутівці,hamlet,37,31214,Петрівське,Петрівське,Хмельницька область,Хмельницький район,Волочиська міська громада
337554048,UA46100110230070213,4623081603,Трудове,Трудове,hamlet,43,81620,,,Львівська область,Стрийський район,Миколаївська міська громада
337554063,UA46060330410087598,4623380602,Плоска,Плоска,hamlet,21,81243,,,Львівська область,Львівський район,Перемишлянська міська громада
337554077,UA53080450090011584,5325481202,Дондасівка,Дондасівка,hamlet,0,38851,,,Полтавська область,Полтавський район,Чутівська селищна громада
337554168,UA71080290040013039,7124984003,Гута Межиріцька,Гута Межиріцька,hamlet,58,19614,,,Черкаська область,Черкаський район,Мошнівська сільська громада
337554195,UA53080150040040239,5323087202,Зоря,Зоря,hamlet,77,39410,,,Полтавська область,Полтавський район,Коломацька сільська громада
337554218,UA53080230050088207,5324083203,Васьки,Васьки,hamlet,45,38715,,,Полтавська область,Полтавський район,Мачухівська сільська громада
337554225,UA46100110160060277,4623082405,Павуки,Павуки,hamlet,0,81621,,,Львівська область,Стрийський район,Миколаївська міська громада
337554343,UA46060210150016203,4620987804,Паланики,Паланики,hamlet,23,81574,,,Львівська область,Львівський район,Комарнівська міська громада
337554458,UA53080230130068277,5324083206,Мазурівка,Мазурівка,hamlet,23,38715,,,Полтавська область,Полтавський район,Мачухівська сільська громада
337554514,UA46100270020086215,4621581802,Березина,Березина,hamlet,43,81710,,,Львівська область,Стрийський район,Ходорівська міська громада
337554530,UA53080370140057865,5324085203,Говтвянчик,Говтвянчик,hamlet,24,38714,,,Полтавська область,Полтавський район,Полтавська міська громада
337554633,UA44140050200018561,4422583303,Липове,Липове,hamlet,14,92423,,,Луганська область,Старобільський район,Марківська селищна громада
337554682,UA68040430410089886,6824487004,Хутір Дашківський,Хутір Дашківський,hamlet,43,31407,Петрівське,Петрівське,Хмельницька область,Хмельницький район,Старосинявська селищна громада
337554689,UA46060010150075850,4621580302,Закривець,Закривець,hamlet,20,81712,,,Львівська область,Львівський район,Бібрська міська громада
337554741,UA46060010210069393,4621555901,Лінія,Лінія,hamlet,36,81715,Генриківка,Генриківка,Львівська область,Львівський район,Бібрська міська громада
337554778,UA53080150060067079,5323087203,Олексіївка,Олексіївка,hamlet,48,39410,,,Полтавська область,Полтавський район,Коломацька сільська громада
337554938,UA44100110140042990,4424083002,Новопреображенне,Новопреображенне,hamlet,41,92641,,,Луганська область,Сватівський район,Сватівська міська громада
337555134,UA46060010370019593,4621588507,Сенів,Сенів,hamlet,65,81713,,,Львівська область,Львівський район,Бібрська міська громада
337555229,UA32020190240050231,3224483602,Малоберезанське,Малоберезанське,hamlet,26,9540,,,Київська область,Білоцерківський район,Таращанська міська громада
337555244,UA44140070060050551,4422884403,Водянолипове,Водянолипове,hamlet,46,92512,,,Луганська область,Старобільський район,Міловська селищна громада
337555316,UA53080230060092332,5324081302,Гвоздиківка,Гвоздиківка,hamlet,4,38715,,,Полтавська область,Полтавський район,Мачухівська сільська громада
337555401,UA26040270680038807,2624481202,Кам’янка,Кам’янка,hamlet,21,77010,,,Івано-Франківська область,Івано-Франківський район,Рогатинська міська громада
337555454,UA32020030080031420,3221682003,Дружба,Дружба,hamlet,36,9300,,,Київська область,Білоцерківський район,Володарська селищна громада
337555583,UA05120070080085625,521680906,Гарасимівка,Гарасимівка,hamlet,24,22442,,,Вінницька область,Хмільницький район,Калинівська міська громада
337555625,UA53080390020046202,5324280502,Андріївка,Андріївка,hamlet,22,38440,,,Полтавська область,Полтавський район,Решетилівська міська громада
